Services,Problématiques,Questions,Réponses,Suite Réponses
Al'in,Je suis arrivé rang 2 ou rang 3 et je veux que vous annuliez ma candidature,Quelles sont les étapes à suivre pour retirer ma candidature après avoir été placé en rang 2 ou 3 dans la liste de sélection ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous confirmer que vous souhaitez bien vous désister de cette offre et ne pas attendre l’attribution du logement au rang 1 s'il vous plaît ? De plus, pouvez-vous nous indiquer la date à laquelle la commission a eu lieu, si le délai ne dépasse pas les 10 jours, nous vous invitons à bien vouloir patienter ce délai d'attente et de renouveler votre demande ultérieurement. Si vous ne souhaitez pas vous désister, nous ne pourrons annuler votre candidature et nous vous invitons à patienter que les candidats des rangs supérieurs aient donnés leurs réponses. En vous remerciant de votre compréhension. Bien cordialement, ^",
Al'in,Je suis arrivé rang 2 ou rang 3 et je veux que vous annuliez ma candidature,"En annulant ma candidature, quelles sont les conséquences potentielles sur mes futures candidatures pour des logements ?","Bonjour, nous avons bien reçu votre message. Pourriez-vous nous confirmer que vous souhaitez bien vous désister de cette offre et ne pas attendre l’attribution du logement au rang 1 s'il vous plaît ? De plus, pouvez-vous nous indiquer la date à laquelle la commission a eu lieu, si le délai ne dépasse pas les 10 jours, nous vous invitons à bien vouloir patienter ce délai d'attente et de renouveler votre demande ultérieurement. Si vous ne souhaitez pas vous désister, nous ne pourrons annuler votre candidature et nous vous invitons à patienter que les candidats des rangs supérieurs aient donnés leurs réponses. En vous remerciant de votre compréhension. Bien cordialement, ^",
Al'in,Je suis arrivé rang 2 ou rang 3 et je veux que vous annuliez ma candidature,Est-il possible de réactiver ma candidature à un stade ultérieur si je change d'avis après l'annulation ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous confirmer que vous souhaitez bien vous désister de cette offre et ne pas attendre l’attribution du logement au rang 1 s'il vous plaît ? De plus, pouvez-vous nous indiquer la date à laquelle la commission a eu lieu, si le délai ne dépasse pas les 10 jours, nous vous invitons à bien vouloir patienter ce délai d'attente et de renouveler votre demande ultérieurement. Si vous ne souhaitez pas vous désister, nous ne pourrons annuler votre candidature et nous vous invitons à patienter que les candidats des rangs supérieurs aient donnés leurs réponses. En vous remerciant de votre compréhension. Bien cordialement, ^",
Al'in,Refus après visite du logement,Quelle est la procédure pour signaler mon refus d'un logement après la visite ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous envoyer une capture d’écran de votre tableau de bord avec l’état de votre demande et une autre attestant de votre refus auprès du bailleur s'il vous plaît ? En vous remerciant par avance. 
Bien cordialement, ^ ",
Al'in,Refus après visite du logement,Refuser un logement après une visite peut-il affecter ma priorité ou mon éligibilité pour les futures offres de logement ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous envoyer une capture d’écran de votre tableau de bord avec l’état de votre demande et une autre attestant de votre refus auprès du bailleur s'il vous plaît ? En vous remerciant par avance. 
Bien cordialement, ^ ",
Al'in,Refus après visite du logement,Combien de temps ai-je pour prendre une décision après la visite d'un logement ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous envoyer une capture d’écran de votre tableau de bord avec l’état de votre demande et une autre attestant de votre refus auprès du bailleur s'il vous plaît ? En vous remerciant par avance. 
Bien cordialement, ^ ",
Al'in,Refus du logement,Quel est le processus formel pour refuser un logement après qu'il m'ait été attribué ?,"Nous avons bien reçu votre message. Si vous avez envoyé un mail attestant de votre refus du logement, pourriez-vous nous en transmettre une capture d'écran s'il vous plait ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Al'in,Refus du logement,Y a-t-il des conséquences négatives sur mes futures candidatures si je refuse un logement ?,"Nous avons bien reçu votre message. Si vous avez envoyé un mail attestant de votre refus du logement, pourriez-vous nous en transmettre une capture d'écran s'il vous plait ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Al'in,Refus du logement,Quelles démarches suivre pour refuser officiellement un logement qui m'a été proposé ?,"Nous avons bien reçu votre message. Si vous avez envoyé un mail attestant de votre refus du logement, pourriez-vous nous en transmettre une capture d'écran s'il vous plait ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Al'in,Candidature refusée,"Pourquoi ma candidature à un logement a-t-elle été refusée, et comment puis-je obtenir des détails spécifiques sur les raisons du refus ?","Nous avons bien reçu votre message. Si vous avez reçu un mail ou un courrier attestant du refus de votre candidature, pourriez-vous nous en transmettre une capture d'écran s'il vous plait ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Al'in,Candidature refusée,Quelles sont les causes courantes de refus d'une candidature pour un logement ?,"Nous avons bien reçu votre message. Si vous avez reçu un mail ou un courrier attestant du refus de votre candidature, pourriez-vous nous en transmettre une capture d'écran s'il vous plait ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Al'in,Candidature refusée,Quelles sont les étapes à suivre pour initier une procédure de révision ou d'appel ?,"Nous avons bien reçu votre message. Si vous avez reçu un mail ou un courrier attestant du refus de votre candidature, pourriez-vous nous en transmettre une capture d'écran s'il vous plait ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Al'in,Motif de refus candidature,Comment puis-je obtenir des informations détaillées sur les motifs de refus de ma candidature à un logement ?,"Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Néanmoins, les critères pris en compte sont ceux sur lesquels Action Logement s’est engagé dans la convention quinquennale signée avec l’Etat (âge, taux d’effort, ancienneté de la demande…). Pour en savoir plus sur les critères, nous vous invitons à consulter les CGU présentes en bas de page sur Al-In.fr. Nous espérons avoir répondu à votre demande et espérons que vos recherches seront fructueuses. Bien cordialement, ^ ",
Al'in,Motif de refus candidature,Pouvez-vous lister les raisons les plus fréquentes pour lesquelles les candidatures sont refusées ?,"Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Néanmoins, les critères pris en compte sont ceux sur lesquels Action Logement s’est engagé dans la convention quinquennale signée avec l’Etat (âge, taux d’effort, ancienneté de la demande…). Pour en savoir plus sur les critères, nous vous invitons à consulter les CGU présentes en bas de page sur Al-In.fr. Nous espérons avoir répondu à votre demande et espérons que vos recherches seront fructueuses. Bien cordialement, ^ ",
Al'in,Motif de refus candidature,"Si je pense que le refus de ma candidature est injustifié, quelles sont les options disponibles pour contester cette décision ?","Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Néanmoins, les critères pris en compte sont ceux sur lesquels Action Logement s’est engagé dans la convention quinquennale signée avec l’Etat (âge, taux d’effort, ancienneté de la demande…). Pour en savoir plus sur les critères, nous vous invitons à consulter les CGU présentes en bas de page sur Al-In.fr. Nous espérons avoir répondu à votre demande et espérons que vos recherches seront fructueuses. Bien cordialement, ^ ",
Al'in,Motif de refus candidature après CAL,Comment puis-je obtenir des détails sur les motifs de refus de ma candidature suite à la décision de la CAL ?,"Bonjour, nous avons bien reçu votre message. Les sélections de dossiers se font selon des critères propres au bailleur en question. Par ailleurs, l'attribution est du ressort exclusif de la commission et du bailleur qui, de fait, peuvent être en mesure de servir différents motifs de refus. Nous vous invitons à vous repositionner sur d'autres logements disponibles en ligne et nous nous excusons pour la gêne. 
Bien cordialement, ^",
Al'in,Motif de refus candidature après CAL,Quels sont les motifs les plus courants qui mènent à un refus de candidature après la CAL ?,"Bonjour, nous avons bien reçu votre message. Les sélections de dossiers se font selon des critères propres au bailleur en question. Par ailleurs, l'attribution est du ressort exclusif de la commission et du bailleur qui, de fait, peuvent être en mesure de servir différents motifs de refus. Nous vous invitons à vous repositionner sur d'autres logements disponibles en ligne et nous nous excusons pour la gêne. 
Bien cordialement, ^",
Al'in,Motif de refus candidature après CAL,"Si je ne suis pas d'accord avec les motifs de refus fournis après la CAL, quelles options ai-je pour contester ou demander une révision de la décision ?","Bonjour, nous avons bien reçu votre message. Les sélections de dossiers se font selon des critères propres au bailleur en question. Par ailleurs, l'attribution est du ressort exclusif de la commission et du bailleur qui, de fait, peuvent être en mesure de servir différents motifs de refus. Nous vous invitons à vous repositionner sur d'autres logements disponibles en ligne et nous nous excusons pour la gêne. 
Bien cordialement, ^",
Al'in,"J'ai toujours des refus, je ne sais plus quoi faire ",Pouvez-vous me fournir des explications générales ou des motifs récurrents qui pourraient expliquer pourquoi mes candidatures sont constamment refusées ?,"Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Néanmoins, les critères pris en compte sont ceux sur lesquels Action Logement s’est engagé dans la convention quinquennale signée avec l’Etat (âge, taux d’effort, ancienneté de la demande…). Pour en savoir plus sur les critères, nous vous invitons à consulter les CGU présentes en bas de page sur Al-In.fr. 
Cependant, nous avons plusieurs solutions à vous proposer :
Nous vous invitons à vous rendre sur le lien suivant afin de faire une réclamation : https://www.actionlogement.fr/reclamation ou à nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Il existe un statut permettant d'être priorisé pour les demandes de logement. Ce statut nommé DALO (Droit au Logement Opposable) permet aux personnes mal logées d’être reconnues prioritaires afin de faire valoir leur droit à un logement ou un hébergement digne. Pour être reconnu DALO, il faut déposer un dossier devant une commission de médiation. Vous retrouverez l'ensemble des informations relatives à ce statut sur le lien suivant : https://www.actionlogement.fr/qu-est-ce-que-le-droit-au-logement-opposable-dalo-et-comment-etre-reconnu-dalo
Vous trouverez les informations concernant le service d'accompagnement social sur le lien suivant, https://www.actionlogement.fr/le-cil-pass-assistancer-0
Veuillez noter que vous pouvez avoir accès à des logements temporaires en attendant de trouver une solution à votre situation. Vous pouvez retrouver l'ensemble des informations relatives à ce sujet en cliquant sur le lien suivant : https://www.actionlogement.fr/les-residences-temporaires. 
En espérant avoir pu vous éclairer et que votre situation s'améliore au plus vite.
Bien cordialement, ^",
Al'in,"J'ai toujours des refus, je ne sais plus quoi faire ",Qui dois-je contacter pour obtenir un retour détaillé sur mes candidatures refusées ?,"Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Néanmoins, les critères pris en compte sont ceux sur lesquels Action Logement s’est engagé dans la convention quinquennale signée avec l’Etat (âge, taux d’effort, ancienneté de la demande…). Pour en savoir plus sur les critères, nous vous invitons à consulter les CGU présentes en bas de page sur Al-In.fr. 
Cependant, nous avons plusieurs solutions à vous proposer :
Nous vous invitons à vous rendre sur le lien suivant afin de faire une réclamation : https://www.actionlogement.fr/reclamation ou à nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Il existe un statut permettant d'être priorisé pour les demandes de logement. Ce statut nommé DALO (Droit au Logement Opposable) permet aux personnes mal logées d’être reconnues prioritaires afin de faire valoir leur droit à un logement ou un hébergement digne. Pour être reconnu DALO, il faut déposer un dossier devant une commission de médiation. Vous retrouverez l'ensemble des informations relatives à ce statut sur le lien suivant : https://www.actionlogement.fr/qu-est-ce-que-le-droit-au-logement-opposable-dalo-et-comment-etre-reconnu-dalo
Vous trouverez les informations concernant le service d'accompagnement social sur le lien suivant, https://www.actionlogement.fr/le-cil-pass-assistancer-0
Veuillez noter que vous pouvez avoir accès à des logements temporaires en attendant de trouver une solution à votre situation. Vous pouvez retrouver l'ensemble des informations relatives à ce sujet en cliquant sur le lien suivant : https://www.actionlogement.fr/les-residences-temporaires. 
En espérant avoir pu vous éclairer et que votre situation s'améliore au plus vite.
Bien cordialement, ^",
Al'in,"J'ai toujours des refus, je ne sais plus quoi faire ",Quelles pourraient être les raisons continues de refus de mes candidatures à des logements ?,"Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Néanmoins, les critères pris en compte sont ceux sur lesquels Action Logement s’est engagé dans la convention quinquennale signée avec l’Etat (âge, taux d’effort, ancienneté de la demande…). Pour en savoir plus sur les critères, nous vous invitons à consulter les CGU présentes en bas de page sur Al-In.fr. 
Cependant, nous avons plusieurs solutions à vous proposer :
Nous vous invitons à vous rendre sur le lien suivant afin de faire une réclamation : https://www.actionlogement.fr/reclamation ou à nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Il existe un statut permettant d'être priorisé pour les demandes de logement. Ce statut nommé DALO (Droit au Logement Opposable) permet aux personnes mal logées d’être reconnues prioritaires afin de faire valoir leur droit à un logement ou un hébergement digne. Pour être reconnu DALO, il faut déposer un dossier devant une commission de médiation. Vous retrouverez l'ensemble des informations relatives à ce statut sur le lien suivant : https://www.actionlogement.fr/qu-est-ce-que-le-droit-au-logement-opposable-dalo-et-comment-etre-reconnu-dalo
Vous trouverez les informations concernant le service d'accompagnement social sur le lien suivant, https://www.actionlogement.fr/le-cil-pass-assistancer-0
Veuillez noter que vous pouvez avoir accès à des logements temporaires en attendant de trouver une solution à votre situation. Vous pouvez retrouver l'ensemble des informations relatives à ce sujet en cliquant sur le lien suivant : https://www.actionlogement.fr/les-residences-temporaires. 
En espérant avoir pu vous éclairer et que votre situation s'améliore au plus vite.
Bien cordialement, ^",
Al'in,Problème de repositionnement après refus,Quelles sont les étapes à suivre pour me repositionner dans la liste de candidature après un refus ?,"Bonjour, nous avons bien reçu votre message. Le souci se règle automatiquement sous 24 à 48 H. Nous vous demanderons de réessayer ultérieurement. Nous nous excusons pour la gêne. Bien cordialement,^",
Al'in,Problème de repositionnement après refus,Quels conseils pouvez-vous me donner pour améliorer mes chances lors du repositionnement après un refus ?,"Bonjour, nous avons bien reçu votre message. Le souci se règle automatiquement sous 24 à 48 H. Nous vous demanderons de réessayer ultérieurement. Nous nous excusons pour la gêne. Bien cordialement,^",
Al'in,Problème de repositionnement après refus,Quelles améliorations puis-je apporter à mon dossier de candidature pour augmenter mes chances de succès lors du prochain repositionnement ?,"Bonjour, nous avons bien reçu votre message. Le souci se règle automatiquement sous 24 à 48 H. Nous vous demanderons de réessayer ultérieurement. Nous nous excusons pour la gêne. Bien cordialement,^",
Al'in,Problème de connexion,Que dois-je faire si je rencontre des problèmes de connexion sur le site Al'in ?,"Bonjour, nous avons bien reçu votre message. Avez-vous bien tenté de vous connecter via un ordinateur et vidé votre cache et les cookies de votre navigateur ? Merci.
Bien cordialement, ^",0
Al'in,Problème de connexion,"Si les problèmes de connexion persistent malgré les tentatives de dépannage initial, quel service chez Al'in dois-je contacter ?","Bonjour, nous avons bien reçu votre message. Avez-vous bien tenté de vous connecter via un ordinateur et vidé votre cache et les cookies de votre navigateur ? Merci.
Bien cordialement, ^",0
Al'in,Problème de connexion,"Je me suis connecté via ordinateur, et j'ai vidé les cookies de mon navigateur mais le problème persiste. Comment faire pour résoudre ce problème?","Bonjour, nous avons bien reçu votre message. Avez-vous bien tenté de vous connecter via un ordinateur et vidé votre cache et les cookies de votre navigateur ? Merci.
Bien cordialement, ^",0
Al'in,Message d'erreur lors de la connexion,Que dois-je faire si je reçois un message d'erreur lors de la tentative de connexion sur Al'in ?,"Bonjour, nous avons bien reçu votre message. Afin de pouvoir interroger le service concerné, pourriez-vous nous indiquer textuellement votre nom, prénom, adresse mail liée à votre compte, votre numéro unique s’il vous plait ? Par ailleurs, pourriez-vous nous envoyer une capture d'écran de ce message d'erreur s'il vous plaît ? En vous remerciant par avance et en nous excusant de la gêne occasionnée. Bien cordialement, ^",
Al'in,Message d'erreur lors de la connexion,Quelles étapes dois-je suivre pour résoudre un message d'erreur de connexion sur le site Al'in ?,"Bonjour, nous avons bien reçu votre message. Afin de pouvoir interroger le service concerné, pourriez-vous nous indiquer textuellement votre nom, prénom, adresse mail liée à votre compte, votre numéro unique s’il vous plait ? Par ailleurs, pourriez-vous nous envoyer une capture d'écran de ce message d'erreur s'il vous plaît ? En vous remerciant par avance et en nous excusant de la gêne occasionnée. Bien cordialement, ^",
Al'in,Message d'erreur lors de la connexion,"Si je continue à recevoir des messages d'erreur lors de mes tentatives de connexion, quel service chez Al'in dois-je contacter pour obtenir de l'aide ?","Bonjour, nous avons bien reçu votre message. Afin de pouvoir interroger le service concerné, pourriez-vous nous indiquer textuellement votre nom, prénom, adresse mail liée à votre compte, votre numéro unique s’il vous plait ? Par ailleurs, pourriez-vous nous envoyer une capture d'écran de ce message d'erreur s'il vous plaît ? En vous remerciant par avance et en nous excusant de la gêne occasionnée. Bien cordialement, ^",
Al'in,"Le NUD n'est pas reconnu et indiqué comme 'déjà utilisé""",Que faire si mon Numéro Unique Dossier (NUD) est indiqué comme déjà utilisé lors de ma tentative de connexion ou d'inscription ?,"Bonjour, avez-vous bien reçu et activé votre clé d'activation dans les 24h suite à la création de votre compte ? Bien cordialement, ^","Si non, message de remonté
Si oui, il faut l'activer et tenter l'opération de nouveau."
Al'in,"Le NUD n'est pas reconnu et indiqué comme 'déjà utilisé""",Comment puis-je procéder pour réinitialiser ou récupérer l'accès à mon NUD si celui-ci est compromis ou incorrectement signalé comme utilisé ?,"Bonjour, avez-vous bien reçu et activé votre clé d'activation dans les 24h suite à la création de votre compte ? Bien cordialement, ^","Si non, message de remonté
Si oui, il faut l'activer et tenter l'opération de nouveau."
Al'in,"Le NUD n'est pas reconnu et indiqué comme 'déjà utilisé""",Existe-t-il une procédure pour réinitialiser ou récupérer l'accès à un NUD qui est indiqué comme déjà utilisé ?,"Bonjour, avez-vous bien reçu et activé votre clé d'activation dans les 24h suite à la création de votre compte ? Bien cordialement, ^","Si non, message de remonté
Si oui, il faut l'activer et tenter l'opération de nouveau."
Al'in,Problèmes d'ordre locatif,"Il s'agit ici des problèmes locatif ( voisin, panne, manque d'eau chaude, de chauffage, etc). Il s'agit aussi des problèmes liés au bailleur. Comment puis-je signaler un problème locatif spécifique à Al'in et obtenir de l'aide ?","Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion nous ne sommes pas habilités à traiter les problèmes d'ordre locatif. Pour ce type de demande nous vous invitons à vous rapprocher directement de votre bailleur qui pourra vous informer des démarches à effectuer. Bien cordialement, ^","Nous avons bien reçu votre message. Action Logement Service intervient uniquement pour accompagner ses clients dans la recherche d'un logement locatif et la préparation des dossiers de candidatures. Seul votre bailleur, propriétaire et gestionnaire du logement, peut répondre à la requête que vous nous avez adressée.
Je vous invite à prendre contact directement auprès de leur service Client dont vous trouverez les coordonnées sur votre contrat de bail.
J'espère que vous pourrez avoir rapidement une réponse à votre demande. Bien cordialement, ^"
Mobilijeune,Quota journalier atteint ,Pourquoi recevrais-je un message indiquant que le quota journalier est atteint ? Quelles activités sont sujettes à ces quotas ?,"Bonjour, nous avons bien reçu votre message. Effectivement, il y a une limite de 600 créations de dossier par jour. Une fois ce nombre atteint, il n'est plus possible de créer un dossier pour la journée et les quotas journaliers sont atteints très vite vu les fortes demandes. Cependant, chaque jour le nombre de dossier est remis à 0 à 16h. Nous vous invitons donc à refaire le test d'éligibilité le matin le plus tôt possible à partir de 16h. En espérant que votre demande aboutira. De plus, nous vous rappelons que vous avez jusqu’à 6 mois après le début de votre alternance pour créer votre demande. 
Bien cordialement, ^","En effet, le quota journalier de demandes d'aide Mobili-jeune se réinitialise tous les jours à 16h, or il est très courant que ce quota soit atteint en quelques instants. Nous ne pouvons que vous encourager à poursuivre dans vos démarches dès demain matin à l'heure indiquée. Nous vous rappelons également que vous avez jusqu'à 6 mois après le début de votre alternance pour faire votre demande. En espérant avoir pu vous éclairer. Bien cordialement, ^"
Mobilijeune,Quota journalier atteint ,À quelle heure ou quel moment de la journée le quota est-il habituellement réinitialisé ?,"Bonjour, nous avons bien reçu votre message. Effectivement, il y a une limite de 600 créations de dossier par jour. Une fois ce nombre atteint, il n'est plus possible de créer un dossier pour la journée et les quotas journaliers sont atteints très vite vu les fortes demandes. Cependant, chaque jour le nombre de dossier est remis à 0 à 16h. Nous vous invitons donc à refaire le test d'éligibilité le matin le plus tôt possible à partir de 16h. En espérant que votre demande aboutira. De plus, nous vous rappelons que vous avez jusqu’à 6 mois après le début de votre alternance pour créer votre demande. 
Bien cordialement, ^","En effet, le quota journalier de demandes d'aide Mobili-jeune se réinitialise tous les jours à 16h, or il est très courant que ce quota soit atteint en quelques instants. Nous ne pouvons que vous encourager à poursuivre dans vos démarches dès demain matin à l'heure indiquée. Nous vous rappelons également que vous avez jusqu'à 6 mois après le début de votre alternance pour faire votre demande. En espérant avoir pu vous éclairer. Bien cordialement, ^"
Mobilijeune,Quota journalier atteint ,Que puis-je faire si j'atteins fréquemment le quota journalier et que cela affecte mon usage des services ?,"Bonjour, nous avons bien reçu votre message. Effectivement, il y a une limite de 600 créations de dossier par jour. Une fois ce nombre atteint, il n'est plus possible de créer un dossier pour la journée et les quotas journaliers sont atteints très vite vu les fortes demandes. Cependant, chaque jour le nombre de dossier est remis à 0 à 16h. Nous vous invitons donc à refaire le test d'éligibilité le matin le plus tôt possible à partir de 16h. En espérant que votre demande aboutira. De plus, nous vous rappelons que vous avez jusqu’à 6 mois après le début de votre alternance pour créer votre demande. 
Bien cordialement, ^","En effet, le quota journalier de demandes d'aide Mobili-jeune se réinitialise tous les jours à 16h, or il est très courant que ce quota soit atteint en quelques instants. Nous ne pouvons que vous encourager à poursuivre dans vos démarches dès demain matin à l'heure indiquée. Nous vous rappelons également que vous avez jusqu'à 6 mois après le début de votre alternance pour faire votre demande. En espérant avoir pu vous éclairer. Bien cordialement, ^"
Mobilijeune,Fin de l'aide pour l'année scolaire en cours,Quand exactement l'aide Mobilijeune pour l'année scolaire prend-elle fin et comment suis-je informé ?,"Bonjour, nous avons bien reçu votre message. Le quota de demande pour l'aide Mobilijeune pour cette année scolaire a été atteint. Nous vous invitons à patienter jusqu'au 24 janvier 2023 pour effectuer votre demande Mobilijeune. En nous excusant de la gêne occasionnée. Bien cordialement, ^",
Mobilijeune,Fin de l'aide pour l'année scolaire en cours,Que se passe-t-il une fois que l'aide Mobilijeune pour l'année scolaire prend fin ? Dois-je entreprendre des démarches pour l'année suivante ?,"Bonjour, nous avons bien reçu votre message. Le quota de demande pour l'aide Mobilijeune pour cette année scolaire a été atteint. Nous vous invitons à patienter jusqu'au 24 janvier 2023 pour effectuer votre demande Mobilijeune. En nous excusant de la gêne occasionnée. Bien cordialement, ^",
Mobilijeune,Fin de l'aide pour l'année scolaire en cours,Existe-t-il des mesures de soutien ou des recommandations pour les bénéficiaires en fin de cycle annuel d'aide ?,"Bonjour, nous avons bien reçu votre message. Le quota de demande pour l'aide Mobilijeune pour cette année scolaire a été atteint. Nous vous invitons à patienter jusqu'au 24 janvier 2023 pour effectuer votre demande Mobilijeune. En nous excusant de la gêne occasionnée. Bien cordialement, ^",
Mobilijeune,Avancée dossier ,Pouvez-vous me donner une estimation de la date à laquelle mon dossier sera traité ?,"Bonjour, nous avons bien reçu votre message, pourriez-vous nous indiquer la date à laquelle vous avez créé votre dossier et nous envoyer une capture d'écran de votre tableau de bord ainsi que de la rubrique ""mes alertes"" svp ? Bien cordialement ^",
Mobilijeune,Avancée dossier ,Quels documents sont nécessaires pour vérifier l'avancée de mon dossier ?,"Bonjour, nous avons bien reçu votre message, pourriez-vous nous indiquer la date à laquelle vous avez créé votre dossier et nous envoyer une capture d'écran de votre tableau de bord ainsi que de la rubrique ""mes alertes"" svp ? Bien cordialement ^",
Mobilijeune,Avancée dossier ,"Comment puis-je envoyer une capture d'écran de mon tableau de bord et de la rubrique ""mes alertes"" ?","Bonjour, nous avons bien reçu votre message, pourriez-vous nous indiquer la date à laquelle vous avez créé votre dossier et nous envoyer une capture d'écran de votre tableau de bord ainsi que de la rubrique ""mes alertes"" svp ? Bien cordialement ^",
Mobilijeune,Modifier des pièces d'un dossier en cours de traitement,Pourquoi n'est-il pas possible de modifier des informations ou des pièces justificatives une fois le dossier en cours de traitement ?,"Bonjour, nous avons bien reçu votre message. Une fois votre dossier en cours de traitement par nos services, il n'est pas possible de modifier des informations ou des pièces justificatives. Il faut donc attendre que votre dossier soit traité. Bien cordialement, ^",
Mobilijeune,Modifier des pièces d'un dossier en cours de traitement,Que puis-je faire si j'ai envoyé une mauvaise pièce justificative ?,"Bonjour, nous avons bien reçu votre message. Une fois votre dossier en cours de traitement par nos services, il n'est pas possible de modifier des informations ou des pièces justificatives. Il faut donc attendre que votre dossier soit traité. Bien cordialement, ^",
Mobilijeune,Modifier des pièces d'un dossier en cours de traitement,Quel est le délai de traitement si je soumets un nouveau dossier après avoir réalisé une erreur dans le premier ?,"Bonjour, nous avons bien reçu votre message. Une fois votre dossier en cours de traitement par nos services, il n'est pas possible de modifier des informations ou des pièces justificatives. Il faut donc attendre que votre dossier soit traité. Bien cordialement, ^",
Mobilijeune,J'ai un blocage car mon contrat d'alternance dépasse 12 mois,Comment puis-je ajuster les dates de mon contrat d'alternance pour qu'elles respectent la limite de 12 mois ?,"Bonjour, nous avons bien reçu votre message. En effet la durée maximale est de 12 mois par cycle de formation. Vous devez donc renseigner les dates de manière à ne pas dépasser cette durée. Pour les mois ou années suivants, vous pouvez évidemment refaire un demande si éligible à ce moment-là. Bien cordialement, ^",
Mobilijeune,J'ai un blocage car mon contrat d'alternance dépasse 12 mois,Est-ce que je dois attendre la fin de la période de 12 mois pour soumettre une nouvelle demande pour les mois suivants ?,"Bonjour, nous avons bien reçu votre message. En effet la durée maximale est de 12 mois par cycle de formation. Vous devez donc renseigner les dates de manière à ne pas dépasser cette durée. Pour les mois ou années suivants, vous pouvez évidemment refaire un demande si éligible à ce moment-là. Bien cordialement, ^",
Mobilijeune,J'ai un blocage car mon contrat d'alternance dépasse 12 mois,Que faire si mon cycle de formation nécessite un contrat de plus de 12 mois ?,"Bonjour, nous avons bien reçu votre message. En effet la durée maximale est de 12 mois par cycle de formation. Vous devez donc renseigner les dates de manière à ne pas dépasser cette durée. Pour les mois ou années suivants, vous pouvez évidemment refaire un demande si éligible à ce moment-là. Bien cordialement, ^",
Mobilijeune,Délai de traitement,Pourquoi le délai de traitement des demandes est-il de 70 jours ouvrés ?,"Bonjour, le délai indicatif de traitement des demandes est de 70 jours ouvrés (hors week-ends et jours fériés) à partir de la réception du dossier complet. Nous vous invitons à consulter régulièrement le statut de votre demande dans votre espace personnel en ligne. Merci de votre patience.
Bien cordialement, ^",
Mobilijeune,Délai de traitement,Comment puis-je consulter le statut de ma demande en ligne ?,"Bonjour, le délai indicatif de traitement des demandes est de 70 jours ouvrés (hors week-ends et jours fériés) à partir de la réception du dossier complet. Nous vous invitons à consulter régulièrement le statut de votre demande dans votre espace personnel en ligne. Merci de votre patience.
Bien cordialement, ^",
Mobilijeune,Délai de traitement,Que faire si le délai de 70 jours ouvrés est dépassé et que je n'ai pas encore reçu de réponse ?,"Bonjour, le délai indicatif de traitement des demandes est de 70 jours ouvrés (hors week-ends et jours fériés) à partir de la réception du dossier complet. Nous vous invitons à consulter régulièrement le statut de votre demande dans votre espace personnel en ligne. Merci de votre patience.
Bien cordialement, ^",
Mobilijeune,Délai après modifications ou renvois de pièces justificatives,Le délai de traitement de 23 jours ouvrés commence-t-il après la réception de mes pièces modifiées ?,"Bonjour, nous avons bien reçu votre message. Une fois vos pièces modifiées, le délai de traitement de votre dossier est de 23 jours ouvrés. En vous remerciant de votre patience. Bien cordialement, ^",
Mobilijeune,Délai après modifications ou renvois de pièces justificatives,Est-il possible d'accélérer le délai de traitement après avoir soumis les pièces justificatives modifiées ?,"Bonjour, nous avons bien reçu votre message. Une fois vos pièces modifiées, le délai de traitement de votre dossier est de 23 jours ouvrés. En vous remerciant de votre patience. Bien cordialement, ^",
